object_name,RA,DEC,Redshift,hostRA,hostDec,Rpar,E(B-V),local,u-g,local.1,u-g.1,min,local.2,u-g.2,max,global,u-g.3,global.1,u-g.4,min.1,global.2,u-g.5,max.1,localmass,localmass_min,localmass_max,globalmass,globalmass_min,globalmass_max,localssfr,localssfr_min,localssfr_max,globalssfr,globalssfr_min,globalssfr_max,incl,hubble_resid,hubble_residerr,residbiascor,c,cerr,cbiascor,x1,x1err,x1biascor,mb,mberr,mbbiascor,r_a,r_b,theta,survey,host_ra,host_dec,host_Pcc,RA_deg,DEC_deg,prob_host_ra,prob_host_dec,prob_host_score,prob_host_2_ra,prob_host_2_dec,prob_host_2_score,prob_host_flag,sn_ra_deg,sn_dec_deg,prob_association_time,agreement_w_Pcc,prob_host_ls_id,prob_host_z_phot_median,prob_host_z_phot_std,prob_host_xr,prob_host_yr,prob_host_2_ls_id,prob_host_2_z_phot_median,prob_host_2_z_phot_std
2007bd,08:31:33.280,-01:11:57.99,0.03162,08:31:32.881,-01:11:52.18,1.263,0.08,1.488,1.488,1.488,1.22,1.22,1.221,8.839,8.838,8.84,10.688,10.688,10.689,-12.568,-12.568,-12.568,-11.12,-11.12,-11.12,44.8,-0.103,0.069,-0.008,-0.031,0.027,-0.005,-1.419,0.067,-0.007,16.335,0.034,-0.024,34.914,25.253,-87.22,Targeted,,,,,,,,,,,127.88700416666666,-1.1978277777777777,1.0,127.88866666666667,-1.1994416666666667,127.88703079167226,-1.197846408138689,0.9986344091349196,127.88890099121353,-1.2015381628898474,0.0013598449089446602,2,127.88866666666667,-1.1994416666666667,3.813995122909546,True,9906620978892210.0,0.028642,0.005886,5.889149979861941,-5.742930700719739,9906620978892252.0,0.116077,0.048237
Gaia16bba,01:01:35.528,+17:06:04.54,0.02986,01:01:35.749,+17:06:04.36,2.107,0.18,0.529,0.529,1.4,0.529,0.528,0.529,7.612,7.573,7.971,8.184,8.162,8.189,-12.723,-12.723,-12.723,-9.85,-9.85,-9.85,34.2,-0.003,0.046,0.001,-0.076,0.031,-0.007,-0.027,0.115,-0.011,16.025,0.042,-0.020,5.536,4.619,0.91,Not,Targeted,,,,,,,,,,15.398954166666666,17.101211111111112,1.0,15.39803333333333,17.101261111111114,15.399040869420022,17.10115834115044,0.9885023065158858,15.397342129893934,17.101353080841694,0.011484828933670387,0,15.39803333333333,17.101261111111114,3.7517249584198,True,9906627752497296.0,0.043667,0.01656,-3.6271299120876677,0.3699718584229572,9906627752497276.0,0.216472,0.52861
2003it,00:05:48.469,+27:27:09.60,0.02532,00:05:48.389,+27:26:58.06,2.085,0.0,1.498,1.498,1.506,1.464,1.464,1.464,8.622,8.618,8.653,10.725,10.725,10.725,-13.279,-22.933,-13.279,-11.402,-11.402,-11.402,55.1,-0.089,0.106,-0.030,0.049,0.033,0.006,-1.596,0.167,-0.019,16.157,0.050,-0.008,37.017,22.027,-8.4,Targeted,,,,,,,,,,,1.4516208333333331,27.449461111111113,1.0,1.4519541666666664,27.452666666666666,1.451607253120829,27.449348263155745,0.9992868325125576,1.4602718282079343,27.44635170840887,0.0006577761014843972,2,1.4519541666666664,27.452666666666666,5.812448024749756,True,9906631421919892.0,0.039533,0.050948,1.2488887650145664,11.946252639314991,9906631421919982.0,0.059495,0.023438
2006or,11:48:03.469,+30:21:24.00,0.02038,11:48:03.338,+30:21:33.84,1.398,0.12,1.209,1.209,1.254,1.254,1.253,1.254,9.074,9.074,9.128,10.857,10.857,10.857,-10.539,-10.539,-10.483,-9.116,-9.116,-9.116,47.5,0.320,0.123,-0.037,0.210,0.031,0.012,-1.216,0.364,0.003,16.534,0.070,0.000,43.925,30.384,-11.26,Targeted,,,,,,,,,,,177.01390833333332,30.3594,1.0,177.01445416666664,30.35666666666667,177.0140109854916,30.35935608308485,0.9832256733394058,177.01786483702122,30.352572216166116,0.01046653962087964,0,177.01445416666664,30.35666666666667,6.410129070281982,True,9906632373309008.0,0.02098,0.001049,1.5954522301058205,-9.681899105454761,9906632373309100.0,0.008719,0.012961
2007co,18:23:03.600,+29:53:49.59,0.02753,18:23:04.170,+29:54:05.30,3.312,0.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.192,8.178,8.211,10.044,10.044,10.045,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.6,-0.083,0.089,-0.033,0.084,0.030,0.008,-0.220,0.064,-0.014,16.264,0.065,-0.007,27.207,25.69,-65.38,Targeted,,,,,,,,,,,275.76737499999996,29.90147222222222,1.0,275.765,29.897108333333332,275.76742359830644,29.901353008709023,0.9999742568548619,275.7658417815406,29.896547632497338,1.530235577871585e-06,2,275.765,29.897108333333332,6.071314096450806,True,9906632313998556.0,0.01854,0.005706,-8.724953903220012,-15.280831352488633,9906632313998504.0,0.592904,0.389619
PS15atx,13:03:18.573,-23:03:56.87,0.07305,13:03:18.687,-23:03:56.61,0.604,0.18,1.417,1.406,1.418,1.108,0.959,1.119,9.599,9.594,9.615,10.705,10.69,10.884,-16.889,-31.613,-16.167,-9.6,-9.672,-9.6,55.0,0.170,0.172,0.053,-0.164,0.054,-0.051,-1.403,0.882,-0.105,18.174,0.081,-0.092,12.161,7.259,-8.62,Not,Targeted,,,,,,,,,,195.82786249999998,-23.065725,1.0,195.8273875,-23.065797222222223,,,,,,,0,195.8273875,-23.065797222222223,,,,,,,,,,
3592,01:16:12.580,+00:47:30.99,0.08578,01:16:12.700,+00:47:26.26,2.889,0.2,0.752,0.717,0.785,1.019,1.019,1.047,8.575,8.527,8.677,10.872,10.871,10.902,-8.863,-8.881,-8.841,-11.328,-11.328,-10.965,47.4,-0.037,0.059,0.000,-0.034,0.020,-0.002,-0.141,0.072,-0.010,18.514,0.030,-0.005,9.892,6.855,9.77,Not,Targeted,,,,,,,,,,19.052916666666665,0.7906277777777778,1.0,19.052416666666662,0.7919416666666667,19.052955335493984,0.7905603614115851,0.9753919044231633,19.052712705173917,0.7918568019947391,0.020911958929734985,0,19.052416666666662,0.7919416666666667,4.604590892791748,True,9906621705357208.0,0.086422,0.0043211000000000005,-1.9392077783564332,4.972698918293439,9906621705357196.0,0.05958,0.140731
SN2016ayg,07:30:17.384,+25:01:55.39,0.04343,07:30:17.273,+25:01:54.14,3.722,0.2,0.529,0.529,1.251,1.182,0.529,1.368,7.486,7.475,7.834,8.358,8.047,8.385,-9.988,-9.988,-9.988,-9.851,-12.723,-9.851,50.0,0.118,0.064,0.008,-0.104,0.035,-0.016,-0.268,0.174,-0.024,16.918,0.047,-0.038,3.821,2.524,48.7,Not,Targeted,,,,,,,,,,112.57197083333332,25.031705555555554,1.0,112.57243333333331,25.03205277777778,112.5719502291265,25.031502077298704,0.9999789267898893,112.589161693785,25.060655106561438,0.0,2,112.57243333333331,25.03205277777778,3.1231329441070557,True,9906630599573636.0,0.056871,0.025142,1.7391751445074988,1.982521724667663,9906630599573984.0,0.907418,0.146336
14318,22:41:42.049,-00:08:12.90,0.05721,22:41:42.041,-00:08:12.67,0.526,0.0,1.689,1.684,1.696,1.503,1.452,1.565,9.875,9.86,9.889,9.961,9.811,9.98,-22.665,-99.0,-22.665,-29.445,-31.613,-16.889,45.5,-0.127,0.097,-0.008,0.036,0.031,0.005,0.956,0.268,0.036,17.545,0.065,0.004,6.782,4.853,-74.32,Not,Targeted,,,,,,,,,,340.4251708333333,-0.13685277777777777,1.0,340.4252041666666,-0.13691666666666666,340.425213762456,-0.1369296667584812,0.9996317256754457,340.43452648344856,-0.1148675734915301,0.0,2,340.4252041666666,-0.13691666666666666,3.13775897026062,True,9906621412087648.0,0.092643,0.011474,-0.03454484176472761,0.04680033053234833,9906621506460164.0,0.978687,0.501035
ASASSN-15pr,23:06:39.489,-12:34:21.97,0.03307,23:06:39.645,-12:34:23.07,1.027,0.18,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.916,8.903,8.929,9.881,9.869,9.888,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,38.5,0.200,0.067,-0.015,-0.041,0.038,0.000,-0.729,0.144,0.001,16.649,0.047,-0.014,12.591,9.975,-39.97,Not,Targeted,,,,,,,,,,346.6651875,-12.573075,1.0,346.66453749999994,-12.572769444444445,346.66527971535595,-12.573124182239177,0.99999312954178,346.665220874311,-12.569642115613409,7.01987483487877e-23,2,346.66453749999994,-12.572769444444445,3.7053449153900146,True,9906616821945072.0,0.040683,0.009715,-2.671975281646155,1.2770560610341875,9906616821945068.0,0.339711,0.031093
ATLAS16bwu,01:14:22.230,-13:09:11.22,0.07204,01:14:22.741,-13:09:15.95,4.36,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.779,6.443,7.032,10.012,10.0,10.013,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,14.5,-0.072,0.085,-0.073,0.036,0.039,0.015,0.144,0.318,-0.064,18.187,0.045,-0.018,8.681,8.415,83.99,Not,Targeted,,,,,,,,,,18.594754166666664,-13.154430555555557,1.0,18.592624999999998,-13.153116666666667,18.594820465239376,-13.154519846105801,0.9525951661431061,18.59619246241692,-13.15174145755431,0.04627542745956051,0,18.592624999999998,-13.153116666666667,2.8013272285461426,True,9906616461693624.0,0.080146,0.012222,-7.90367486176109,5.051445980880942,9906616461693664.0,0.061183,0.178446
2008by,12:05:20.980,+40:56:45.60,0.04654,12:05:20.802,+40:56:44.47,2.919,0.16,0.529,0.528,0.529,0.529,0.528,0.529,7.7,7.667,7.736,8.335,8.308,8.363,-8.319,-8.335,-8.296,-8.098,-8.135,-8.056,59.5,0.044,0.084,0.088,-0.148,0.035,-0.061,0.478,0.308,0.003,16.834,0.078,-0.104,6.289,3.371,-39.7,Targeted,,,,,,,,,,,181.33667499999999,40.94568611111111,1.0,181.33741666666666,40.946,181.33672818339346,40.94564864425148,0.9999541570182948,181.33207719870012,40.939175061355265,0.0,2,181.33741666666666,40.946,2.830275774002075,True,9907735187620096.0,0.044983,0.021847,2.4785397834989453,1.2648806946742752,9907735187620036.0,0.611985,0.199412
2002ck,15:47:00.750,-00:59:25.50,0.02988,15:47:00.411,-00:59:06.53,1.989,0.2,1.456,1.455,1.456,1.22,1.22,1.221,8.778,8.776,8.779,10.904,10.904,10.905,-15.446,-29.445,-14.726,-11.065,-11.065,-10.972,60.9,-0.019,0.088,-0.014,-0.028,0.030,-0.002,0.132,0.090,-0.016,16.123,0.068,-0.017,44.32,22.926,89.39,Targeted,,,,,,,,,,,236.75171249999997,-0.9851472222222222,1.0,236.75312499999995,-0.9904166666666666,236.75178244174893,-0.9851774282542668,0.9185532754344656,236.75212630668594,-0.9922781350145722,0.07484050264647002,0,236.75312499999995,-0.9904166666666666,4.0005292892456055,True,9906621101834326.0,0.022364,0.00812,4.8332097036905,-18.861258284639337,9906621101834336.0,0.01655,0.015656
1998dk,00:14:32.159,-00:44:10.89,0.01209,00:14:31.826,-00:44:15.16,1.257,0.14,1.046,1.046,1.047,1.046,1.046,1.046,9.05,9.049,9.05,9.676,9.676,9.677,-9.419,-9.419,-9.419,-9.13,-9.13,-9.13,57.8,-0.220,0.166,-0.035,0.210,0.035,0.011,-0.092,0.191,-0.006,14.690,0.057,0.000,32.053,17.935,-7.16,Targeted,,,,,,,,,,,3.6326083333333328,-0.7375444444444444,1.0,3.633995833333333,-0.7363583333333333,3.6326691636815127,-0.7375420627509306,0.8196580884378952,3.634115842457897,-0.7356737245303344,0.17977803661390263,0,3.633995833333333,-0.7363583333333333,5.579402923583984,True,9906621135065542.0,0.013163,0.00065815,4.776010746553361,4.2614259033501245,9906621135065592.0,0.013011,0.0006505500000000001
ASASSN-16hz,23:15:45.481,-01:20:22.60,0.02479,23:15:45.631,-01:20:13.68,2.393,0.02,1.503,1.344,1.528,1.244,1.243,1.495,9.044,9.007,9.081,10.197,10.196,10.209,-10.63,-10.63,-9.116,-10.921,-10.921,-10.921,69.1,-0.160,0.051,-0.028,0.088,0.032,0.008,-0.244,0.149,-0.010,15.974,0.042,-0.000,22.765,9.174,-77.32,Not,Targeted,,,,,,,,,,348.9401291666666,-1.3371333333333333,1.0,348.9395041666666,-1.339611111111111,348.9401804877289,-1.3372052786408133,0.9215493836632644,348.9378333845858,-1.3368715460678338,0.07578230161528544,0,348.9395041666666,-1.339611111111111,5.486144065856934,True,9906621036828422.0,0.027618,0.005574,-2.434755824333479,-8.66099689307207,9906621036828354.0,0.170869,0.15241
ASASSN-16lg,17:48:12.267,+17:37:32.00,0.02172,17:48:12.288,+17:37:30.98,0.154,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.312,10.312,10.312,10.569,10.569,10.569,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,26.7,-0.423,0.065,-0.010,-0.030,0.037,0.001,-1.307,0.182,-0.001,15.216,0.058,-0.006,22.844,20.503,35.59,Not,Targeted,,,,,,,,,,267.0512,17.625272222222222,1.0,267.0511125,17.625555555555557,267.0511733417623,17.625238379277825,0.9999962782978686,267.0982924331705,17.657647060437938,0.0,2,267.0511125,17.625555555555557,7.627990007400513,True,9906628086270318.0,0.022528,0.004913,-0.21903034435126756,1.141834599837921,9906628086271996.0,0.446926,0.214014
2007cb,13:58:17.200,-23:22:20.70,0.03698,13:58:17.149,-23:22:17.41,1.183,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.153,9.152,9.154,10.365,10.365,10.366,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,53.9,0.014,0.096,0.013,-0.069,0.059,-0.011,1.141,0.403,0.063,16.388,0.109,-0.031,21.154,12.927,-14.88,Targeted,,,,,,,,,,,209.57145416666663,-23.371502777777778,1.0,209.57166666666663,-23.372416666666666,,,,,,,0,209.57166666666663,-23.372416666666666,,,,,,,,,,
2003cq,11:56:14.170,+60:31:19.09,0.03417,11:56:10.320,+60:31:21.34,4.617,0.1,1.078,1.021,1.114,1.079,1.079,1.079,8.375,8.361,8.408,11.391,11.39,11.391,-9.177,-9.177,-9.13,-10.42,-10.42,-10.42,38.6,0.020,0.122,-0.033,0.074,0.051,0.008,-0.735,0.166,0.000,16.887,0.061,-0.007,29.898,23.649,48.06,Targeted,,,,,,,,,,,179.04299999999998,60.522594444444444,1.0,179.05904166666664,60.521969444444444,179.04309231411216,60.522516926258675,0.9993825780440155,179.0673347189428,60.53494766351165,0.00034492028452022056,2,179.05904166666664,60.521969444444444,5.36915397644043,True,9907739839955400.0,0.033176,0.0016588,57.417669196149745,-1.970934531229318,9907739839955584.0,0.099582,0.153789
2007cc,14:08:41.980,-21:35:48.40,0.0293,14:08:41.970,-21:35:49.69,0.235,0.04,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.401,10.401,10.401,10.829,10.829,10.83,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,45.2,-0.380,0.108,0.020,0.126,0.056,0.016,1.783,0.631,0.386,16.007,0.096,0.017,27.042,19.44,-6.52,Targeted,,,,,,,,,,,212.17487499999996,-21.59713611111111,1.0,212.17491666666663,-21.596777777777778,,,,,,,0,212.17491666666663,-21.596777777777778,,,,,,,,,,
PSNJ1204051,12:04:05.111,+14:04:05.20,0.0456,12:04:05.406,+14:03:55.96,2.283,0.1,1.078,0.529,1.275,1.068,0.816,1.113,8.336,7.876,8.462,10.486,10.466,10.626,-8.889,-8.93,-8.881,-8.99,-8.99,-8.99,43.4,-0.024,0.082,-0.024,0.036,0.041,0.009,1.335,0.261,0.093,17.067,0.054,-0.009,25.92,19.157,17.42,Not,Targeted,,,,,,,,,,181.02252499999997,14.065544444444445,1.0,181.0212958333333,14.068111111111111,181.0226087463022,14.065518828786328,0.9880862074789976,181.01858567690408,14.067790362869092,0.01191091734562904,0,181.0212958333333,14.068111111111111,5.039144992828369,True,9906626701562674.0,0.043851,0.00219255,-4.726486688036857,9.332216369222124,9906626701562588.0,0.02909,0.03048
AT2016cvw,22:46:12.793,+10:33:31.84,0.03825,22:46:12.395,+10:33:25.75,1.832,0.0,1.772,1.751,1.78,1.785,1.785,1.785,9.319,9.297,9.336,11.298,11.298,11.298,-11.832,-11.832,-11.617,-13.056,-13.056,-13.056,25.4,-0.085,0.077,-0.043,0.041,0.041,0.008,-1.803,0.189,-0.045,17.071,0.063,-0.010,22.585,20.487,-10.21,Not,Targeted,,,,,,,,,,341.5516458333332,10.557152777777778,1.0,341.55330416666663,10.558844444444444,341.55172596295404,10.55708592250612,0.9983622074636364,341.55338919994483,10.558790732688049,0.001632366264733251,2,341.55330416666663,10.558844444444444,5.204410076141357,True,9906625450673722.0,0.039478,0.009942,5.681533365350333,6.330678977967352,9906625450673752.0,0.752446,0.313475
2008fr,01:11:49.140,+14:38:26.99,0.04031,01:11:49.206,+14:38:26.85,0.902,0.12,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.776,7.696,8.104,8.503,8.334,8.592,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,36.1,-0.016,0.078,0.024,-0.091,0.029,-0.024,0.566,0.113,-0.001,16.557,0.041,-0.051,4.035,3.293,37.84,Targeted,,,,,,,,,,,17.955025,14.640791666666667,1.0,17.954749999999997,14.640830555555555,17.955053313483543,14.640688455053594,0.999964150670524,17.976790984935256,14.666839811109266,0.0,2,17.954749999999997,14.640830555555555,3.0916547775268555,True,9906626934802816.0,0.084706,0.029852,-1.0919285407638313,0.5115618070590244,9906626934803206.0,0.758614,0.519348
PS15cku,01:24:22.531,+03:35:15.33,0.0236,01:24:22.390,+03:35:17.42,1.468,0.0,1.215,1.215,1.215,1.15,1.15,1.15,9.013,9.013,9.013,9.629,9.628,9.629,-8.947,-8.947,-8.947,-9.861,-9.861,-9.861,41.4,0.126,0.057,-0.015,0.000,0.033,0.003,0.906,0.186,0.007,15.726,0.039,-0.005,14.391,10.966,29.59,Not,Targeted,,,,,,,,,,21.093291666666666,3.5881722222222225,1.0,21.093879166666664,3.587591666666667,21.09333973331886,3.5880361315328857,0.7746991716352223,21.093931647325036,3.5871550456614423,0.22528966528456126,0,21.093879166666664,3.587591666666667,5.725391864776611,True,9906622743841368.0,0.032865,0.013327,1.94196005209335,-1.6000735183874681,9906622743841400.0,0.044477,0.040066
ASASSN-15jl,15:22:41.064,+50:58:35.90,0.0352,15:22:41.117,+50:58:36.46,0.719,0.1,1.182,1.161,1.353,1.207,1.17,1.209,8.786,8.776,8.802,9.141,9.12,9.174,-10.33,-10.33,-10.33,-9.85,-9.85,-9.85,58.9,0.083,0.049,0.005,-0.089,0.031,-0.011,0.355,0.161,-0.008,16.387,0.034,-0.028,8.829,4.801,43.35,Not,Targeted,,,,,,,,,,230.6713208333333,50.976794444444444,1.0,230.67109999999997,50.97663888888889,230.67149650848938,50.976698931704554,0.9999943205425734,230.6674566512062,50.97867081042048,4.343473936950427e-06,2,230.67109999999997,50.97663888888889,5.212655067443848,True,9907737823478132.0,0.034682,0.0017341,-1.4274305618982908,-0.2161541363818742,9907737823478092.0,0.149752,0.429897
AT2016fbk,01:44:06.537,+34:22:57.69,0.03573,01:44:08.126,+34:23:14.23,4.223,0.2,0.529,0.528,0.529,1.596,1.595,1.596,7.457,7.449,7.467,11.12,11.12,11.12,-11.065,-11.065,-11.065,-10.776,-10.776,-10.776,27.6,0.178,0.059,-0.038,0.095,0.034,0.010,-0.096,0.181,-0.019,17.114,0.046,-0.004,34.642,30.869,-26.67,Not,Targeted,,,,,,,,,,26.03385833333333,34.38728611111111,1.0,26.0272375,34.382691666666666,,,,,,,0,26.0272375,34.382691666666666,,,,,,,,,,
2007ux,10:09:19.979,+14:59:32.79,0.03049,10:09:19.685,+14:59:27.58,2.583,0.14,1.488,1.456,1.488,1.221,1.22,1.417,8.546,8.523,8.621,10.256,10.255,10.256,-11.065,-11.187,-11.065,-11.549,-11.549,-11.549,37.0,0.016,0.102,-0.079,0.184,0.037,0.020,-2.511,0.102,-0.171,17.181,0.052,0.008,16.262,13.13,55.11,Targeted,,,,,,,,,,,152.3320208333333,14.990994444444443,1.0,152.3332458333333,14.992441666666666,152.33205570817242,14.990915851873622,0.9968028592255505,152.33515041877493,14.99051771294852,0.00307857593508769,2,152.3332458333333,14.992441666666666,5.796083211898804,True,9906627060236436.0,0.030699,0.0015349500000000002,4.284450579200438,5.492933254960519,9906627060236488.0,0.347809,0.172415
7876,01:16:43.799,+00:47:40.69,0.07525,01:16:43.836,+00:47:37.35,1.466,0.0,0.83,0.83,0.985,1.068,1.068,1.068,8.948,8.83,8.951,10.26,10.258,10.261,-9.61,-9.745,-9.61,-10.312,-10.312,-10.312,38.8,-0.060,0.057,-0.002,-0.020,0.021,0.001,0.473,0.092,-0.001,18.147,0.030,0.000,9.789,7.726,62.49,Not,Targeted,,,,,,,,,,19.18265,0.7937083333333333,1.0,19.18249583333333,0.7946361111111111,19.182720722847716,0.7936707205105108,0.7156170820794282,19.18240065014995,0.7946090994264051,0.2843615970365861,1,19.18249583333333,0.7946361111111111,4.529811143875122,True,9906621705361674.0,0.076329,0.00381645,-0.8096022517861456,3.4754061621610877,9906621705361658.0,0.062436,0.027804
ASASSN-15np,15:06:02.589,+07:33:41.27,0.03916,15:06:02.644,+07:33:41.93,0.826,0.0,2.042,2.042,2.043,1.695,1.659,1.696,10.206,10.206,10.206,10.458,10.403,10.458,-10.745,-10.745,-10.62,-10.766,-10.766,-10.766,67.9,-0.103,0.070,-0.038,0.056,0.035,0.009,-1.072,0.250,-0.002,17.053,0.043,-0.009,12.62,5.288,16.4,Not,Targeted,,,,,,,,,,226.51101666666665,7.561647222222222,1.0,226.51078749999996,7.5614638888888885,226.51108253507923,7.561598609820689,0.9999988694248,226.52244917046576,7.593986318124468,0.0,2,226.51078749999996,7.5614638888888885,5.29685115814209,True,9906624301568120.0,0.037668,0.0018834000000000001,-1.0621262853419466,-0.4849953544820096,9906624301568384.0,0.78673,0.261991
2002bz,14:24:40.519,+26:37:34.70,0.03802,14:24:40.527,+26:37:30.62,0.624,0.0,1.751,1.75,1.762,1.513,1.503,1.514,9.702,9.701,9.713,11.108,11.107,11.202,-99.0,-99.0,-99.0,-11.402,-11.402,-11.402,38.0,0.019,0.106,0.041,-0.112,0.047,-0.034,-1.180,0.236,-0.021,16.676,0.090,-0.064,29.315,23.387,37.98,Targeted,,,,,,,,,,,216.16886249999996,26.625172222222222,1.0,216.16882916666665,26.626305555555557,216.16887234416146,26.62511411637636,0.9999728819711025,216.1747867768713,26.619927922509007,2.654814725065207e-05,2,216.16882916666665,26.626305555555557,6.6179518699646,True,9906631219546120.0,0.037128,0.0018564000000000002,-0.15543898128953515,4.289181045113821,9906631135007232.0,0.37722,0.3195
iPTF16auf,14:31:09.227,+27:14:09.66,0.01541,14:31:09.025,+27:14:13.92,1.619,0.08,0.529,0.528,0.529,0.529,0.528,0.529,8.334,8.333,8.335,9.08,9.079,9.081,-7.586,-7.586,-7.586,-9.11,-9.11,-9.11,50.9,0.153,0.076,-0.021,0.058,0.030,0.007,0.298,0.095,-0.006,15.076,0.035,0.000,20.751,13.487,-8.9,Not,Targeted,,,,,,,,,,217.78760416666665,27.2372,1.0,217.78844583333333,27.236016666666668,217.78771500073745,27.23731869079982,0.9834383870575252,217.7881755072493,27.241579001121963,0.010649603595031719,0,217.78844583333333,27.236016666666668,6.314745903015137,True,9906631388367732.0,0.00948,0.008203,2.630997345158903,-4.687286879351404,9906631388367740.0,0.14874,0.29323
PS16ccn,18:12:29.347,+31:16:47.58,0.02448,18:12:29.497,+31:16:48.59,2.215,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.866,7.854,7.881,8.148,7.813,8.172,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,41.0,0.236,0.052,0.041,-0.141,0.034,-0.029,0.642,0.104,-0.003,15.566,0.053,-0.049,6.041,4.629,-35.68,Not,Targeted,,,,,,,,,,273.1229041666666,31.28016388888889,1.0,273.12227916666666,31.279883333333334,273.12291825211213,31.280078868141878,0.9999582121976822,273.12101052530767,31.279521839321234,1.6550135433129161e-13,2,273.12227916666666,31.279883333333334,5.533076047897339,True,9906632719992536.0,0.043912,0.01935,-2.3007076036947183,-0.7039253107578247,9906632719992472.0,0.512003,0.093933
PS16evk,22:33:22.663,-01:21:25.32,0.05219,22:33:23.344,-01:21:26.84,4.02,0.2,0.655,0.533,0.777,1.214,1.213,1.222,7.775,7.64,7.934,10.248,10.248,10.256,-8.495,-8.495,-8.445,-42.454,-42.454,-19.77,58.9,0.181,0.089,-0.009,-0.019,0.040,0.005,1.587,0.345,0.148,17.384,0.061,-0.014,13.334,7.254,22.92,Not,Targeted,,,,,,,,,,338.34726666666666,-1.3574555555555556,1.0,338.34442916666666,-1.3570333333333333,338.3473221548509,-1.3574754611433344,0.9470935937422018,338.34486896708154,-1.3572750037566867,0.05150259891145681,0,338.34442916666666,-1.3570333333333333,2.8897111415863037,True,9906621034073222.0,0.05448,0.0027240000000000003,-10.414757463172464,1.5916601160038901,9906621034073160.0,0.032784,0.075628
ASASSN-16fs,14:47:06.400,+11:35:41.71,0.02948,14:47:06.309,+11:35:37.97,0.782,0.2,1.43,1.43,1.488,1.488,1.488,1.488,9.96,9.819,9.96,10.974,10.974,10.974,-99.0,-99.0,-99.0,-42.46,-42.46,-42.46,32.3,-0.171,0.058,-0.016,-0.035,0.035,0.001,-1.344,0.148,-0.004,16.129,0.043,-0.012,27.553,23.464,55.97,Not,Targeted,,,,,,,,,,221.77628749999997,11.593880555555556,1.0,221.7766666666666,11.594919444444445,221.7763418416948,11.593798291324509,0.9947224316611536,221.78017713877094,11.593637151324682,0.005277073607260309,2,221.7766666666666,11.594919444444445,10.157059907913208,True,9906625790677768.0,0.029205,0.00146025,1.1693698985254741,4.03615123176877,9906625790677844.0,0.051283,0.05672
ASASSN-16dw,13:30:00.774,-27:58:26.18,0.03464,13:30:01.222,-27:58:29.57,2.061,0.06,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.099,9.077,9.11,10.28,10.279,10.28,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,40.9,-0.144,0.056,-0.036,0.085,0.033,0.009,-0.225,0.150,-0.020,16.712,0.046,-0.004,18.058,13.843,23.03,Not,Targeted,,,,,,,,,,202.50509166666663,-27.974880555555554,1.0,202.503225,-27.97393888888889,,,,,,,0,202.503225,-27.97393888888889,,,,,,,,,,
iPTF17dz,08:24:25.655,+24:59:52.06,0.09292,08:24:25.673,+24:59:51.74,0.144,0.2,1.3,1.099,1.33,1.014,0.878,1.079,8.491,8.474,8.541,9.215,9.066,9.355,-10.77,-10.77,-10.77,-10.42,-10.42,-10.42,56.1,0.214,0.266,-0.043,0.048,0.068,0.025,1.521,0.622,0.315,18.931,0.129,-0.008,3.398,1.978,39.23,Not,Targeted,,,,,,,,,,126.10697083333332,24.997705555555555,1.0,126.10689583333333,24.997794444444445,126.10703873828781,24.99765275720342,0.9954520985682445,126.1017987903242,24.984961290184327,0.0,2,126.10689583333333,24.997794444444445,2.451287031173706,True,9906630602785766.0,0.152961,0.095637,-0.51445783615236,0.5100740676937221,9906630602785666.0,0.629972,0.390202
